Indicator,Disaggregation combinations using this value
#12-b-1,1
#13-2-1,1
#16-a-1,1
#2-5-1,2
#4-2-2,3
#5-1-1,1
#5-5-1,1
#5-a-1,2
#8-1-1,1
#9-2-1,1
