Indicator,Disaggregation combinations using this value
#1-2-1,21
#16-9-1,4
#2-2-1,99
#2-2-2,198
#3-1-2,2
#3-7-1,4
#3-a-1,1
#4-2-2,18
#5-2-1,1
#5-3-1,8
#5-3-2,15
#5-5-1,6
#5-5-2,4
#5-6-1,3
#5-a-1,12
#5-b-1,2
#7-1-1,4
#8-1-1,6
#8-3-1,48
#8-5-2,48
