Indicator,Disaggregation combinations using this value
#1-2-1,21
#12-b-1,6
#13-2-1,6
#16-9-1,4
#16-a-1,6
#2-2-1,91
#2-2-2,182
#2-5-1,11
#3-1-1,4
#3-1-2,2
#3-2-1,4
#3-2-2,4
#3-7-1,4
#4-2-2,6
#5-1-1,6
#5-2-1,1
#5-3-1,8
#5-5-1,6
#5-a-1,2
#7-1-1,4
#8-1-1,6
#9-2-1,6
