Indicator,Disaggregation combinations using this value
#12-b-1,6
#13-2-1,6
#16-9-1,4
#16-a-1,6
#2-2-1,55
#2-2-2,110
#2-5-1,11
#3-1-1,4
#3-1-2,2
#3-2-1,4
#3-2-2,4
#3-7-1,4
#3-a-1,19
#4-2-2,18
#5-1-1,6
#5-2-1,1
#5-3-1,8
#5-3-2,4
#5-5-1,6
#5-5-2,4
#5-6-1,3
#5-a-1,12
#5-b-1,2
#7-1-1,4
#8-1-1,6
#8-3-1,4
#8-5-2,4
#9-2-1,6
