Indicator,Disaggregation combinations using this value
#2-2-1,24
#2-2-2,48
#3-1-1,1
#3-2-1,1
#3-2-2,1
#3-7-1,1
#5-3-1,2
#5-3-2,1
#5-5-2,1
#7-1-1,1
