Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2015,ST_EEV_STDACCT,ET,_T,_T,_T,_T,_T,Number,0,N,2015,6.0
2016,ST_EEV_STDACCT,ET,_T,_T,_T,_T,_T,Number,0,N,2016,6.0
2017,ST_EEV_STDACCT,ET,_T,_T,_T,_T,_T,Number,0,N,2017,6.0
2018,ST_EEV_STDACCT,ET,_T,_T,_T,_T,_T,Number,0,N,2018,6.0
2019,ST_EEV_STDACCT,ET,_T,_T,_T,_T,_T,Number,0,N,2019,6.0
2020,ST_EEV_STDACCT,ET,_T,_T,_T,_T,_T,Number,0,N,2020,6.0
