Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2015,SG_NHR_IMPLN,ET,_T,_T,_T,_T,_T,Number,0,N,2015,1.0
2016,SG_NHR_IMPLN,ET,_T,_T,_T,_T,_T,Number,0,N,2016,1.0
2017,SG_NHR_IMPLN,ET,_T,_T,_T,_T,_T,Number,0,N,2017,1.0
2018,SG_NHR_IMPLN,ET,_T,_T,_T,_T,_T,Number,0,N,2018,1.0
2019,SG_NHR_IMPLN,ET,_T,_T,_T,_T,_T,Number,0,N,2019,1.0
2020,SG_NHR_IMPLN,ET,_T,_T,_T,_T,_T,Number,0,N,2020,1.0
