Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2000,SH_FPL_MTMM,ET,_T,Y15T49,_T,_T,_T,PT,0,N,2000,14.2
2005,SH_FPL_MTMM,ET,_T,Y15T49,_T,_T,_T,PT,0,N,2005,27.4
2011,SH_FPL_MTMM,ET,_T,Y15T49,_T,_T,_T,PT,0,N,2011,49.8
2016,SH_FPL_MTMM,ET,_T,Y15T49,_T,_T,_T,PT,0,N,2016,60.6
