Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2000,SH_DYN_MORT,ET,_T,Y0T4,_T,_T,_T,per 1000 live births,0,N,2000,166.0
2005,SH_DYN_MORT,ET,_T,Y0T4,_T,_T,_T,per 1000 live births,0,N,2005,123.0
2011,SH_DYN_MORT,ET,_T,Y0T4,_T,_T,_T,per 1000 live births,0,N,2011,88.0
2016,SH_DYN_MORT,ET,_T,Y0T4,_T,_T,_T,per 1000 live births,0,N,2016,67.0
