Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2000,SH_DYN_NMRT,ET,_T,M0,_T,_T,_T,per 1000 live births,0,N,2000,49.0
2005,SH_DYN_NMRT,ET,_T,M0,_T,_T,_T,per 1000 live births,0,N,2005,39.0
2011,SH_DYN_NMRT,ET,_T,M0,_T,_T,_T,per 1000 live births,0,N,2011,37.0
2016,SH_DYN_NMRT,ET,_T,M0,_T,_T,_T,per 1000 live births,0,N,2016,29.0
