Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2016,IT_MOB_OWN,ET,F,_T,_T,_T,_T,PT,0,N,2016,27.3
2016,IT_MOB_OWN,ET,M,_T,_T,_T,_T,PT,0,N,2016,53.7
