Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2000,EG_ELC_ACCS,ET,_T,_T,_T,_T,_T,PT,0,N,2000,12.7
2005,EG_ELC_ACCS,ET,_T,_T,_T,_T,_T,PT,0,N,2005,14.0
2011,EG_ELC_ACCS,ET,_T,_T,_T,_T,_T,PT,0,N,2011,23.0
2016,EG_ELC_ACCS,ET,_T,_T,_T,_T,_T,PT,0,N,2016,25.6
