Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2000,SH_STA_MMR,ET,_T,_T,_T,_T,_T,per 100000 live births,0,N,2000,871.0
2005,SH_STA_MMR,ET,_T,_T,_T,_T,_T,per 100000 live births,0,N,2005,673.0
2011,SH_STA_MMR,ET,_T,_T,_T,_T,_T,per 100000 live births,0,N,2011,676.0
2016,SH_STA_MMR,ET,_T,_T,_T,_T,_T,per 100000 live births,0,N,2016,412.0
