Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2011,SH_STA_BRTC,ET,_T,_T,_T,_T,_T,PT,0,N,2011,11.0
2016,SH_STA_BRTC,ET,_T,_T,_T,_T,_T,PT,0,N,2016,28.0
