Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2000,IC_GEN_MGTL,ET,F,Y15T49,_T,_T,_T,PT,0,N,2000,1.1
2005,IC_GEN_MGTL,ET,F,Y15T49,_T,_T,_T,PT,0,N,2005,3.8
2011,IC_GEN_MGTL,ET,F,Y15T49,_T,_T,_T,PT,0,N,2011,3.1
2016,IC_GEN_MGTL,ET,F,Y15T49,_T,_T,_T,PT,0,N,2016,4.8
