Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2015,NY_GDP_PCAP,ET,_T,_T,_T,_T,_T,PT,0,N,2015,13.4
2016,NY_GDP_PCAP,ET,_T,_T,_T,_T,_T,PT,0,N,2016,9.5
2017,NY_GDP_PCAP,ET,_T,_T,_T,_T,_T,PT,0,N,2017,7.5
2018,NY_GDP_PCAP,ET,_T,_T,_T,_T,_T,PT,0,N,2018,0.7
2019,NY_GDP_PCAP,ET,_T,_T,_T,_T,_T,PT,0,N,2019,11.6
2020,NY_GDP_PCAP,ET,_T,_T,_T,_T,_T,PT,0,N,2020,9.7
