Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2015,D3,ET,_T,_T,_T,_T,_T,PT,0,N,2015,38.76
2016,D3,ET,_T,_T,_T,_T,_T,PT,0,N,2016,38.76
2017,D3,ET,_T,_T,_T,_T,_T,PT,0,N,2017,38.76
2018,D3,ET,_T,_T,_T,_T,_T,PT,0,N,2018,38.76
2019,D3,ET,_T,_T,_T,_T,_T,PT,0,N,2019,38.76
2020,D3,ET,_T,_T,_T,_T,_T,PT,0,N,2020,38.76
