Year,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,REPORTING_TYPE,TIME_DETAIL,Value
2005,SH_FPL_INFM,ET,F,Y15T49,_T,_T,_T,PT,0,N,2005,14.6
2011,SH_FPL_INFM,ET,F,Y15T49,_T,_T,_T,PT,0,N,2011,13.4
2016,SH_FPL_INFM,ET,F,Y15T49,_T,_T,_T,PT,0,N,2016,15.4
